title,price,rating_average,total_reviews,permalink
Tarjeta De Desarrollo Esp32 Wroom 32 Esp-32 Wifi Bluetooth,1990.0,4.8,75,https://articulo.mercadolibre.com.co/MCO-1271092055-tarjeta-de-desarrollo-esp32-wroom-32-esp-32-wifi-bluetooth-_JM#polycard_client=search-nordic&position=13&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Board Placa De Expansion Esp32 30 Pines,4000.0,4.8,13,https://articulo.mercadolibre.com.co/MCO-1400089657-board-placa-de-expansion-esp32-30-pines-_JM#polycard_client=search-nordic&position=14&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32 Entrada Usb Tipo C,7000.0,4.4,7,https://articulo.mercadolibre.com.co/MCO-1341862999-tarjeta-de-desarrollo-esp32-entrada-usb-tipo-c-_JM#polycard_client=search-nordic&position=15&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Modulo Placa De Desarrollo Esp32 Conector Usb Tipo C,9900.0,4.8,6,https://articulo.mercadolibre.com.co/MCO-1306511373-modulo-placa-de-desarrollo-esp32-conector-usb-tipo-c-_JM#polycard_client=search-nordic&position=16&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
2 Pack Modulo Microsd Tf Card Lectura Memoria Arduino Esp32,3200.0,5.0,4,https://articulo.mercadolibre.com.co/MCO-1506726179-2-pack-modulo-microsd-tf-card-lectura-memoria-arduino-esp32-_JM#polycard_client=search-nordic&position=17&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32 38 Pines,8000.0,4.8,13,https://articulo.mercadolibre.com.co/MCO-1920540220-tarjeta-de-desarrollo-esp32-38-pines-_JM#polycard_client=search-nordic&position=18&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
"Sensor De Conductividad Tds Calidad Agua Con Arduino, Esp32",6800.0,5.0,8,https://articulo.mercadolibre.com.co/MCO-1333099063-sensor-de-conductividad-tds-calidad-agua-con-arduino-esp32-_JM#polycard_client=search-nordic&position=19&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32-s3 N16r8,4000.0,4.7,16,https://articulo.mercadolibre.com.co/MCO-1969788328-tarjeta-de-desarrollo-esp32-s3-n16r8-_JM#polycard_client=search-nordic&position=20&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Arduino Nano Esp32 Abx00092,65000.0,5.0,1,https://www.mercadolibre.com.co/arduino-nano-esp32-abx00092/p/MCO32626326#polycard_client=search-nordic&searchVariation=MCO32626326&position=6&search_layout=stack&type=product&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9&wid=MCO1409793557&sid=search
Placa Esp32 Esp32u + Antena Externa Wifi Bt Devkitc Arduino,1600.0,5.0,3,https://articulo.mercadolibre.com.co/MCO-2745215994-placa-esp32-esp32u-antena-externa-wifi-bt-devkitc-arduino-_JM#polycard_client=search-nordic&position=21&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Giroscopio Acelerometro Mpu-6050 Mpu6050 Gy-521 Arduino Gyro,999.0,5.0,8,https://articulo.mercadolibre.com.co/MCO-569540866-giroscopio-acelerometro-mpu-6050-mpu6050-gy-521-arduino-gyro-_JM#polycard_client=search-nordic&position=22&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32 Wifi Bluetooth Arduino,6300.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1379608659-tarjeta-de-desarrollo-esp32-wifi-bluetooth-arduino-_JM#polycard_client=search-nordic&position=23&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32 Usb C Wifi + Bluetooth,6990.0,5.0,1,https://articulo.mercadolibre.com.co/MCO-2697686386-tarjeta-de-desarrollo-esp32-usb-c-wifi-bluetooth-_JM#polycard_client=search-nordic&position=24&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Modulo Gps Gy-neo6mv2 Con Antena Gy Neo 6mv2 Arduino Esp32,9800.0,4.0,4,https://articulo.mercadolibre.com.co/MCO-1434070367-modulo-gps-gy-neo6mv2-con-antena-gy-neo-6mv2-arduino-esp32-_JM#polycard_client=search-nordic&position=25&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Esp32-cam Ov2640 Wroom Esp322s Desarrollo Wifi Bluetooth,3900.0,4.8,28,https://articulo.mercadolibre.com.co/MCO-879819994-esp32-cam-ov2640-wroom-esp322s-desarrollo-wifi-bluetooth-_JM#polycard_client=search-nordic&position=26&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Mini Tarjeta Desarrollo Esp32 S3 Zero Wifi Bluetooth Tipo C,9999.0,5.0,2,https://articulo.mercadolibre.com.co/MCO-2493826086-mini-tarjeta-desarrollo-esp32-s3-zero-wifi-bluetooth-tipo-c-_JM#polycard_client=search-nordic&position=27&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta Esp32-cam Wifi Bluetooth Con Camara Ov2640,5000.0,3.9,11,https://articulo.mercadolibre.com.co/MCO-1325100401-tarjeta-esp32-cam-wifi-bluetooth-con-camara-ov2640-_JM#polycard_client=search-nordic&position=28&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta Expansion Esp32 Devkit 30pin Shield Board Desarrollo,8990.0,4.8,5,https://articulo.mercadolibre.com.co/MCO-1408713772-tarjeta-expansion-esp32-devkit-30pin-shield-board-desarrollo-_JM#polycard_client=search-nordic&position=29&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Placa De Expansión Esp32 Usb Tipo C Micro Usb 30 Pines,4800.0,5.0,3,https://articulo.mercadolibre.com.co/MCO-2589521906-placa-de-expansion-esp32-usb-tipo-c-micro-usb-30-pines-_JM#polycard_client=search-nordic&position=30&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Módulo Esp32-cam Con Cámara Ov2640,3500.0,3.3,3,https://articulo.mercadolibre.com.co/MCO-2595613656-modulo-esp32-cam-con-camara-ov2640-_JM#polycard_client=search-nordic&position=31&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
D2h Eltec Automation 2 Juegos 868-915 Mhz Sx1262 Esp32 Lora,62554.0,0.0,0,https://www.mercadolibre.com.co/h-eltec-automation-2set-868-915mhz-sx1262-esp32-lora-096-in/p/MCO2005950450#polycard_client=search-nordic&searchVariation=MCO2005950450&position=3&search_layout=stack&type=product&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9&wid=MCO1533748507&sid=search
Ttgo Tbeam V1.2 Esp32 Wifi Bluetooth Gps Neo6m Lora 915 Mhz,20990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2230777354-ttgo-tbeam-v12-esp32-wifi-bluetooth-gps-neo6m-lora-915-mhz-_JM#polycard_client=search-nordic&position=32&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjera Esp32-cam Wifi Bluetooth Ov2640,5000.0,4.5,17,https://articulo.mercadolibre.com.co/MCO-587697293-tarjera-esp32-cam-wifi-bluetooth-ov2640-_JM#polycard_client=search-nordic&position=33&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32-s2 Mini Con Sram,6000.0,5.0,4,https://articulo.mercadolibre.com.co/MCO-2037313420-tarjeta-de-desarrollo-esp32-s2-mini-con-sram-_JM#polycard_client=search-nordic&position=34&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Modulo Esp32 Wifi Bluetooth,8500.0,4.8,5,https://articulo.mercadolibre.com.co/MCO-573002659-modulo-esp32-wifi-bluetooth-_JM#polycard_client=search-nordic&position=35&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Placa De Desarrollo Esp32 C6 Muselab Wifi6 Bt5 Zigbee Thread,2100.0,5.0,1,https://articulo.mercadolibre.com.co/MCO-1498932175-placa-de-desarrollo-esp32-c6-muselab-wifi6-bt5-zigbee-thread-_JM#polycard_client=search-nordic&position=36&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Wemos D1 R32 Esp-32s Esp32 Arduino Uno,9000.0,4.5,11,https://articulo.mercadolibre.com.co/MCO-974780697-tarjeta-de-desarrollo-wemos-d1-r32-esp-32s-esp32-arduino-uno-_JM#polycard_client=search-nordic&position=37&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Combo Esp32 Tipo C + Shield Tarjeta Expansión,2000.0,4.8,5,https://articulo.mercadolibre.com.co/MCO-2362625066-combo-esp32-tipo-c-shield-tarjeta-expansion-_JM#polycard_client=search-nordic&position=38&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Esp32 S2 Mini Tarjeta De Desarrollo 4mb Flash Y Sram,5400.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1488890479-esp32-s2-mini-tarjeta-de-desarrollo-4mb-flash-y-sram-_JM#polycard_client=search-nordic&position=39&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
"Modulo Esp32 Esp32s Wroom Wifi Bluetooth, Doble Núcleo, Ipex",1600.0,5.0,1,https://articulo.mercadolibre.com.co/MCO-1427825699-modulo-esp32-esp32s-wroom-wifi-bluetooth-doble-nucleo-ipex-_JM#polycard_client=search-nordic&position=40&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32 S2 Mini Con Sram,8500.0,5.0,3,https://articulo.mercadolibre.com.co/MCO-1741590342-tarjeta-de-desarrollo-esp32-s2-mini-con-sram-_JM#polycard_client=search-nordic&position=41&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Esp32cam + Shield Programador Esp32 Cam Mb,0.0,5.0,3,https://articulo.mercadolibre.com.co/MCO-1462925167-esp32cam-shield-programador-esp32-cam-mb-_JM#polycard_client=search-nordic&position=42&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta Desarrollo Esp32 Wifi Bluetooth esp32-wroom-32u 4mb,7715.0,5.0,7,https://articulo.mercadolibre.com.co/MCO-565438833-tarjeta-desarrollo-esp32-wifi-bluetoothesp32-wroom-32u-4mb-_JM#polycard_client=search-nordic&position=43&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Modulo Esp32u Devkitc Esp32-wroom-32u,1900.0,5.0,2,https://articulo.mercadolibre.com.co/MCO-1372697181-modulo-esp32u-devkitc-esp32-wroom-32u-_JM#polycard_client=search-nordic&position=44&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarollo Wt32-eth01 Esp32 Ethernet Wifi 26 Pin,0.0,5.0,1,https://articulo.mercadolibre.com.co/MCO-2398928624-tarjeta-de-desarollo-wt32-eth01-esp32-ethernet-wifi-26-pin-_JM#polycard_client=search-nordic&position=45&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta Esp32-s3 Uno Wifi N16r8 Tipo C,4000.0,5.0,1,https://articulo.mercadolibre.com.co/MCO-2447296312-tarjeta-esp32-s3-uno-wifi-n16r8-tipo-c-_JM#polycard_client=search-nordic&position=46&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Placa De Expansión Esp32 Tipo-c Micro Usb 30pin Gpio,4000.0,4.7,15,https://articulo.mercadolibre.com.co/MCO-1904605956-placa-de-expansion-esp32-tipo-c-micro-usb-30pin-gpio-_JM#polycard_client=search-nordic&position=47&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Modulo Transceptor Wifi/bluetooth Esp32-s 2.4 Ghz,9900.0,5.0,2,https://articulo.mercadolibre.com.co/MCO-933723550-modulo-transceptor-wifibluetooth-esp32-s-24-ghz-_JM#polycard_client=search-nordic&position=48&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32 Wifi Bluetooth,4900.0,4.4,7,https://articulo.mercadolibre.com.co/MCO-1346593399-tarjeta-de-desarrollo-esp32-wifi-bluetooth-_JM#polycard_client=search-nordic&position=49&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Placa Esp32 Wroom32 + Protoboard 400+cables+leds Y Obsequio!,7600.0,5.0,1,https://articulo.mercadolibre.com.co/MCO-1481503667-placa-esp32-wroom32-protoboard-400cablesleds-y-obsequio-_JM#polycard_client=search-nordic&position=50&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32 Esp322 + Base Shield Tornillos,3790.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1380930535-tarjeta-de-desarrollo-esp32-esp322-base-shield-tornillos-_JM#polycard_client=search-nordic&position=51&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32-wroom-32u,1500.0,5.0,2,https://articulo.mercadolibre.com.co/MCO-654436748-tarjeta-de-desarrollo-esp32-wroom-32u-_JM#polycard_client=search-nordic&position=52&search_layout=stack&type=item&tracking_id=bcdf85fc-b08d-433b-9e5d-58f3bce899c9
Tarjeta De Desarrollo Esp32 Wifi Bluetooth,4000.0,4.8,304,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=NGaRrG%2FVttzOqw7cdXdFZNUcuQIKiU%2B9Claeu8DDcKSC3blelFQkmn3l5p5XS4V1aDR5Z%2BBT88OLPcPOldzTnDsbk0qEF2YU44XwmxQbOd8Iq6VNBWNZ8tYTVeGM4peqXrU0LEXHE2NcR8iGRpu%2BkekWqsqumMsg8ZD%2BEuFYklo7OgUn%2BRisZFq94wxOa%2BXn3qOh1pdA10zWjRwsNggMmCyxjbcniuWeEzuO6cJoZsOzcV7QspSz3Tgy6jJQu2xh%2FxooW31TxQTZtESc7%2FSnrQVFw110Na8YoP6MEdd0DMxyD%2B84xvA1YG2OQ3n8UXTS%2FscUuxpxO16umqlPADRjvR1Id9sMC7Sg6W8xK2Fcy0jIPZzha9DB4SDrkPkowJD%2FiPF04xiv7k%2FwsedUDJpH3wUWDGXDWhIOGsA%2BKRhl%2B0L%2FJwdftvmEPAAGppahN5HHLmqwFv8fUJZGToOQv%2FfIJef6H73KcNtljHr4R1JKVuDpcUSsYxR2r5jiUZ6FzwHJL1eZaYGmqhxMgUXFMza9oFcq1y9%2Fdp1LcTREHMFtphj2WxZPkWnl7IkgeMKQpf4uG9qBLOoCjyal9k578gzrYELGCAWELjqV%2BnywNQOHJbSVvldWxgCQumOTPbohCZtZ6UQUZXPGaz7mv5zScRXL4GpEhm455toLqpJP9HxiJ9MC81FnoDubLp001QU8DEv25bfTgZWQfAHn6h8BWPDMWZrGpNkgVqItjGO%2FhjvPfgD70DSgSGbTK7mwCrOUigN4Fw%3D%3D&rb=x#polycard_client=search-nordic&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
Pantalla Oled Display 0.96p Arduino Raspberry Arm Esp32 I2c,8400.0,4.7,28,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=0JkP2QwIaJPyVf0qC9iLFGl3SqgQoSHFeYQvHqgeT7ni0Jhx7oAXBFHcF6RFFarimM3JbF8pY7nTJB11v%2Fs4sSixD4qolegi5kcuevhuZwVjlXOjiUaHzT6OmWZKOVqEObWs2lz9MKFUSY1uhv66xPhEgqe3zfB7KeOleDIUbKNb7Eb4XLsjC07coLIdZcjjBAliokqARkiOxirUbxXlYtJoj2bp07tKmqrIy%2FKNKY5h6bVhiSKGSFuVrGxVqNMlJ3fzST6gdrJXuwqMkymI%2Bbv%2FmgaN26RgeOkUZXu1TQWP2pECZsHIP6f1grTF5XTCjmKqoxouZrDCM45WgM%2F1yqVfkqda6AUU8MksblBXp6XQ65caxgD1tvIPYbPA7adFRIwl81vlEFiGQgmqmbTo7btq23wwU52po9St6o59d07jbkpruonLOxkP7LlTPzXjmWmcM6qOPmO7snaoKEtV7Gihot1PHFsefoFdeNPECCpG%2Bavgj%2FyYqX9YVmHDMIUSes8lths8XAsd4wYJr4UJCcQVuGvkPGnABGje5cnQr9g7LwsxtcQqzSLQ7XiFcq6MKKFHNWcS0eXyVTHtu6WmEYMrLSxrTX2%2Fz%2BU1Shxqq7lTwkNnRU0BMG%2BsVg8Q%2FNt8zhIkFWgcA2HrfmZn9pIqyML4%2B8hE3gPLc03YHMaD07tmMJZ0EfC3UkeY2Uya20F2CM3X8qL9T2y45waqtwinY%2BdpqeD1tMEbNNf%2Fpfyq5UejXwXWlgaplK%2FM7okxgvqQIAZxBP26msMvgLAsfvxSbXcoJg%3D%3D&rb=x#polycard_client=search-nordic&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
Mini Tarjeta Desarrollo Esp32 S3 Zero Wifi Bluetooth Tipo C,9999.0,5.0,1,https://articulo.mercadolibre.com.co/MCO-1445774335-mini-tarjeta-desarrollo-esp32-s3-zero-wifi-bluetooth-tipo-c-_JM#polycard_client=search-nordic&position=4&search_layout=stack&type=item&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
Modulo Esp32-c6 Super Mini Wifi 6 Bluetooth Placa Desarrollo,4990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1520786331-modulo-esp32-c6-super-mini-wifi-6-bluetooth-placa-desarrollo-_JM#polycard_client=search-nordic&position=5&search_layout=stack&type=item&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
Sensor De Vibracion Piezoelectrico Compatible Arduino Esp32,2000.0,4.5,6,https://articulo.mercadolibre.com.co/MCO-900709452-sensor-de-vibracion-piezoelectrico-compatible-arduino-esp32-_JM#polycard_client=search-nordic&position=6&search_layout=stack&type=item&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
Ttgo Tbeam V1.2 Esp32 Wifi Bluetooth Gps Neo6m Lora 915 Mhz,21990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1396817783-ttgo-tbeam-v12-esp32-wifi-bluetooth-gps-neo6m-lora-915-mhz-_JM#polycard_client=search-nordic&position=7&search_layout=stack&type=item&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
Modulo Esp32 + Sim800h 2g Wifi Gsm Llamadas Mensajes Tcall,7900.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1377278849-modulo-esp32-sim800h-2g-wifi-gsm-llamadas-mensajes-tcall-_JM#polycard_client=search-nordic&position=8&search_layout=stack&type=item&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
Shield Programador Esp32 Cam Mb Modúlo De Programacion,6100.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1462925685-shield-programador-esp32-cam-mb-modulo-de-programacion-_JM#polycard_client=search-nordic&position=9&search_layout=stack&type=item&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
"Esp32-c3 Super Mini, Wifi, Bluetooth",5000.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2291172120-esp32-c3-super-mini-wifi-bluetooth-_JM#polycard_client=search-nordic&position=10&search_layout=stack&type=item&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
Esp32 Lcd Tft 2.8 Wifi Bluetooth,2000.0,5.0,1,https://articulo.mercadolibre.com.co/MCO-1529173071-esp32-lcd-tft-28-wifi-bluetooth-_JM#polycard_client=search-nordic&position=11&search_layout=stack&type=item&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
Esp32 Tarjeta De Desarrollo Wifi +bluetooth,5000.0,5.0,3,https://articulo.mercadolibre.com.co/MCO-610265800-esp32-tarjeta-de-desarrollo-wifi-bluetooth-_JM#polycard_client=search-nordic&position=12&search_layout=stack&type=item&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
Ttgo Lora32 V2.1 Esp32 Oled 0.96 Sx1276 915mhz Ch9102f,47990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1347582803-ttgo-lora32-v21-esp32-oled-096-sx1276-915mhz-ch9102f-_JM#polycard_client=search-nordic&position=13&search_layout=stack&type=item&tracking_id=46fb76c2-39c8-406a-87dc-0b911811b53f
